__typename,dateString,countryCode,countryName,sectorCode,sectorName,postingType,value
HiringLabSectoralPosting,2020-12-25,US,United States,sales,Sales,TOTAL,85
HiringLabSectoralPosting,2020-12-26,US,United States,sales,Sales,TOTAL,84.9
HiringLabSectoralPosting,2020-12-27,US,United States,sales,Sales,TOTAL,84.84
HiringLabSectoralPosting,2020-12-28,US,United States,sales,Sales,TOTAL,84.9
HiringLabSectoralPosting,2020-12-29,US,United States,sales,Sales,TOTAL,84.99
HiringLabSectoralPosting,2020-12-30,US,United States,sales,Sales,TOTAL,85.12
HiringLabSectoralPosting,2020-12-31,US,United States,sales,Sales,TOTAL,85.19
HiringLabSectoralPosting,2021-01-01,US,United States,sales,Sales,TOTAL,85.34
HiringLabSectoralPosting,2021-01-02,US,United States,sales,Sales,TOTAL,85.44
HiringLabSectoralPosting,2021-01-03,US,United States,sales,Sales,TOTAL,85.46
HiringLabSectoralPosting,2021-01-04,US,United States,sales,Sales,TOTAL,85.43
HiringLabSectoralPosting,2021-01-05,US,United States,sales,Sales,TOTAL,85.38
HiringLabSectoralPosting,2021-01-06,US,United States,sales,Sales,TOTAL,85.45
HiringLabSectoralPosting,2021-01-07,US,United States,sales,Sales,TOTAL,85.67
HiringLabSectoralPosting,2021-01-08,US,United States,sales,Sales,TOTAL,85.94
HiringLabSectoralPosting,2021-01-09,US,United States,sales,Sales,TOTAL,86.11
HiringLabSectoralPosting,2021-01-10,US,United States,sales,Sales,TOTAL,86.43
HiringLabSectoralPosting,2021-01-11,US,United States,sales,Sales,TOTAL,86.68
HiringLabSectoralPosting,2021-01-12,US,United States,sales,Sales,TOTAL,86.87
HiringLabSectoralPosting,2021-01-13,US,United States,sales,Sales,TOTAL,87
HiringLabSectoralPosting,2021-01-14,US,United States,sales,Sales,TOTAL,87.12
HiringLabSectoralPosting,2021-01-15,US,United States,sales,Sales,TOTAL,87.34
HiringLabSectoralPosting,2021-01-16,US,United States,sales,Sales,TOTAL,87.67
HiringLabSectoralPosting,2021-01-17,US,United States,sales,Sales,TOTAL,87.78
HiringLabSectoralPosting,2021-01-18,US,United States,sales,Sales,TOTAL,87.97
HiringLabSectoralPosting,2021-01-19,US,United States,sales,Sales,TOTAL,88.18
HiringLabSectoralPosting,2021-01-20,US,United States,sales,Sales,TOTAL,88.4
HiringLabSectoralPosting,2021-01-21,US,United States,sales,Sales,TOTAL,88.57
HiringLabSectoralPosting,2021-01-22,US,United States,sales,Sales,TOTAL,88.69
HiringLabSectoralPosting,2021-01-23,US,United States,sales,Sales,TOTAL,88.62
HiringLabSectoralPosting,2021-01-24,US,United States,sales,Sales,TOTAL,88.85
HiringLabSectoralPosting,2021-01-25,US,United States,sales,Sales,TOTAL,89.06
HiringLabSectoralPosting,2021-01-26,US,United States,sales,Sales,TOTAL,89.33
HiringLabSectoralPosting,2021-01-27,US,United States,sales,Sales,TOTAL,89.55
HiringLabSectoralPosting,2021-01-28,US,United States,sales,Sales,TOTAL,89.85
HiringLabSectoralPosting,2021-01-29,US,United States,sales,Sales,TOTAL,90.05
HiringLabSectoralPosting,2021-01-30,US,United States,sales,Sales,TOTAL,90.37
HiringLabSectoralPosting,2021-01-31,US,United States,sales,Sales,TOTAL,90.56
HiringLabSectoralPosting,2021-02-01,US,United States,sales,Sales,TOTAL,90.82
HiringLabSectoralPosting,2021-02-02,US,United States,sales,Sales,TOTAL,90.98
HiringLabSectoralPosting,2021-02-03,US,United States,sales,Sales,TOTAL,91.14
HiringLabSectoralPosting,2021-02-04,US,United States,sales,Sales,TOTAL,91.18
HiringLabSectoralPosting,2021-02-05,US,United States,sales,Sales,TOTAL,91.36
HiringLabSectoralPosting,2021-02-06,US,United States,sales,Sales,TOTAL,91.53
HiringLabSectoralPosting,2021-02-07,US,United States,sales,Sales,TOTAL,91.74
HiringLabSectoralPosting,2021-02-08,US,United States,sales,Sales,TOTAL,91.84
HiringLabSectoralPosting,2021-02-09,US,United States,sales,Sales,TOTAL,91.96
HiringLabSectoralPosting,2021-02-10,US,United States,sales,Sales,TOTAL,92.15
HiringLabSectoralPosting,2021-02-11,US,United States,sales,Sales,TOTAL,92.4
HiringLabSectoralPosting,2021-02-12,US,United States,sales,Sales,TOTAL,92.69
HiringLabSectoralPosting,2021-02-13,US,United States,sales,Sales,TOTAL,93.08
HiringLabSectoralPosting,2021-02-14,US,United States,sales,Sales,TOTAL,93.37
HiringLabSectoralPosting,2021-02-15,US,United States,sales,Sales,TOTAL,93.74
HiringLabSectoralPosting,2021-02-16,US,United States,sales,Sales,TOTAL,94.02
HiringLabSectoralPosting,2021-02-17,US,United States,sales,Sales,TOTAL,94.26
HiringLabSectoralPosting,2021-02-18,US,United States,sales,Sales,TOTAL,94.49
HiringLabSectoralPosting,2021-02-19,US,United States,sales,Sales,TOTAL,94.58
HiringLabSectoralPosting,2021-02-20,US,United States,sales,Sales,TOTAL,94.47
HiringLabSectoralPosting,2021-02-21,US,United States,sales,Sales,TOTAL,94.48
HiringLabSectoralPosting,2021-02-22,US,United States,sales,Sales,TOTAL,94.54
HiringLabSectoralPosting,2021-02-23,US,United States,sales,Sales,TOTAL,94.64
HiringLabSectoralPosting,2021-02-24,US,United States,sales,Sales,TOTAL,94.76
HiringLabSectoralPosting,2021-02-25,US,United States,sales,Sales,TOTAL,94.9
HiringLabSectoralPosting,2021-02-26,US,United States,sales,Sales,TOTAL,95.06
HiringLabSectoralPosting,2021-02-27,US,United States,sales,Sales,TOTAL,95.34
HiringLabSectoralPosting,2021-02-28,US,United States,sales,Sales,TOTAL,95.53
HiringLabSectoralPosting,2021-03-01,US,United States,sales,Sales,TOTAL,95.56
HiringLabSectoralPosting,2021-03-02,US,United States,sales,Sales,TOTAL,95.71
HiringLabSectoralPosting,2021-03-03,US,United States,sales,Sales,TOTAL,95.86
HiringLabSectoralPosting,2021-03-04,US,United States,sales,Sales,TOTAL,96.11
HiringLabSectoralPosting,2021-03-05,US,United States,sales,Sales,TOTAL,96.44
HiringLabSectoralPosting,2021-03-06,US,United States,sales,Sales,TOTAL,96.73
HiringLabSectoralPosting,2021-03-07,US,United States,sales,Sales,TOTAL,97.05
HiringLabSectoralPosting,2021-03-08,US,United States,sales,Sales,TOTAL,97.42
HiringLabSectoralPosting,2021-03-09,US,United States,sales,Sales,TOTAL,97.78
HiringLabSectoralPosting,2021-03-10,US,United States,sales,Sales,TOTAL,98.13
HiringLabSectoralPosting,2021-03-11,US,United States,sales,Sales,TOTAL,98.42
HiringLabSectoralPosting,2021-03-12,US,United States,sales,Sales,TOTAL,98.68
HiringLabSectoralPosting,2021-03-13,US,United States,sales,Sales,TOTAL,99.15
HiringLabSectoralPosting,2021-03-14,US,United States,sales,Sales,TOTAL,99.52
HiringLabSectoralPosting,2021-03-15,US,United States,sales,Sales,TOTAL,99.85
HiringLabSectoralPosting,2021-03-16,US,United States,sales,Sales,TOTAL,99.98
HiringLabSectoralPosting,2021-03-17,US,United States,sales,Sales,TOTAL,100.42
HiringLabSectoralPosting,2021-03-18,US,United States,sales,Sales,TOTAL,101
HiringLabSectoralPosting,2021-03-19,US,United States,sales,Sales,TOTAL,101.56
HiringLabSectoralPosting,2021-03-20,US,United States,sales,Sales,TOTAL,102.08
HiringLabSectoralPosting,2021-03-21,US,United States,sales,Sales,TOTAL,102.53
HiringLabSectoralPosting,2021-03-22,US,United States,sales,Sales,TOTAL,103.17
HiringLabSectoralPosting,2021-03-23,US,United States,sales,Sales,TOTAL,104.05
HiringLabSectoralPosting,2021-03-24,US,United States,sales,Sales,TOTAL,104.58
HiringLabSectoralPosting,2021-03-25,US,United States,sales,Sales,TOTAL,105.07
HiringLabSectoralPosting,2021-03-26,US,United States,sales,Sales,TOTAL,105.6
HiringLabSectoralPosting,2021-03-27,US,United States,sales,Sales,TOTAL,106.24
HiringLabSectoralPosting,2021-03-28,US,United States,sales,Sales,TOTAL,106.91
HiringLabSectoralPosting,2021-03-29,US,United States,sales,Sales,TOTAL,107.47
HiringLabSectoralPosting,2021-03-30,US,United States,sales,Sales,TOTAL,107.92
HiringLabSectoralPosting,2021-03-31,US,United States,sales,Sales,TOTAL,108.33
HiringLabSectoralPosting,2021-04-01,US,United States,sales,Sales,TOTAL,108.68
HiringLabSectoralPosting,2021-04-02,US,United States,sales,Sales,TOTAL,109.07
HiringLabSectoralPosting,2021-04-03,US,United States,sales,Sales,TOTAL,109.32
HiringLabSectoralPosting,2021-04-04,US,United States,sales,Sales,TOTAL,109.65
HiringLabSectoralPosting,2021-04-05,US,United States,sales,Sales,TOTAL,110.08
HiringLabSectoralPosting,2021-04-06,US,United States,sales,Sales,TOTAL,110.39
HiringLabSectoralPosting,2021-04-07,US,United States,sales,Sales,TOTAL,110.66
HiringLabSectoralPosting,2021-04-08,US,United States,sales,Sales,TOTAL,110.91
HiringLabSectoralPosting,2021-04-09,US,United States,sales,Sales,TOTAL,111.05
HiringLabSectoralPosting,2021-04-10,US,United States,sales,Sales,TOTAL,111.14
HiringLabSectoralPosting,2021-04-11,US,United States,sales,Sales,TOTAL,111.19
HiringLabSectoralPosting,2021-04-12,US,United States,sales,Sales,TOTAL,111.18
HiringLabSectoralPosting,2021-04-13,US,United States,sales,Sales,TOTAL,111.46
HiringLabSectoralPosting,2021-04-14,US,United States,sales,Sales,TOTAL,111.77
HiringLabSectoralPosting,2021-04-15,US,United States,sales,Sales,TOTAL,112.11
HiringLabSectoralPosting,2021-04-16,US,United States,sales,Sales,TOTAL,112.37
HiringLabSectoralPosting,2021-04-17,US,United States,sales,Sales,TOTAL,112.75
HiringLabSectoralPosting,2021-04-18,US,United States,sales,Sales,TOTAL,113.17
HiringLabSectoralPosting,2021-04-19,US,United States,sales,Sales,TOTAL,113.55
HiringLabSectoralPosting,2021-04-20,US,United States,sales,Sales,TOTAL,113.85
HiringLabSectoralPosting,2021-04-21,US,United States,sales,Sales,TOTAL,114.31
HiringLabSectoralPosting,2021-04-22,US,United States,sales,Sales,TOTAL,114.65
HiringLabSectoralPosting,2021-04-23,US,United States,sales,Sales,TOTAL,115.25
HiringLabSectoralPosting,2021-04-24,US,United States,sales,Sales,TOTAL,115.54
HiringLabSectoralPosting,2021-04-25,US,United States,sales,Sales,TOTAL,115.7
HiringLabSectoralPosting,2021-04-26,US,United States,sales,Sales,TOTAL,115.85
HiringLabSectoralPosting,2021-04-27,US,United States,sales,Sales,TOTAL,115.94
HiringLabSectoralPosting,2021-04-28,US,United States,sales,Sales,TOTAL,115.9
HiringLabSectoralPosting,2021-04-29,US,United States,sales,Sales,TOTAL,116.05
HiringLabSectoralPosting,2021-04-30,US,United States,sales,Sales,TOTAL,115.93
HiringLabSectoralPosting,2021-05-01,US,United States,sales,Sales,TOTAL,115.99
HiringLabSectoralPosting,2021-05-02,US,United States,sales,Sales,TOTAL,115.92
HiringLabSectoralPosting,2021-05-03,US,United States,sales,Sales,TOTAL,115.82
HiringLabSectoralPosting,2021-05-04,US,United States,sales,Sales,TOTAL,115.73
HiringLabSectoralPosting,2021-05-05,US,United States,sales,Sales,TOTAL,115.63
HiringLabSectoralPosting,2021-05-06,US,United States,sales,Sales,TOTAL,115.55
HiringLabSectoralPosting,2021-05-07,US,United States,sales,Sales,TOTAL,115.3
HiringLabSectoralPosting,2021-05-08,US,United States,sales,Sales,TOTAL,115.49
HiringLabSectoralPosting,2021-05-09,US,United States,sales,Sales,TOTAL,115.91
HiringLabSectoralPosting,2021-05-10,US,United States,sales,Sales,TOTAL,116.32
HiringLabSectoralPosting,2021-05-11,US,United States,sales,Sales,TOTAL,116.83
HiringLabSectoralPosting,2021-05-12,US,United States,sales,Sales,TOTAL,117.65
HiringLabSectoralPosting,2021-05-13,US,United States,sales,Sales,TOTAL,118.12
HiringLabSectoralPosting,2021-05-14,US,United States,sales,Sales,TOTAL,118.69
HiringLabSectoralPosting,2021-05-15,US,United States,sales,Sales,TOTAL,118.79
HiringLabSectoralPosting,2021-05-16,US,United States,sales,Sales,TOTAL,118.9
HiringLabSectoralPosting,2021-05-17,US,United States,sales,Sales,TOTAL,119.1
HiringLabSectoralPosting,2021-05-18,US,United States,sales,Sales,TOTAL,119.07
HiringLabSectoralPosting,2021-05-19,US,United States,sales,Sales,TOTAL,118.65
HiringLabSectoralPosting,2021-05-20,US,United States,sales,Sales,TOTAL,118.49
HiringLabSectoralPosting,2021-05-21,US,United States,sales,Sales,TOTAL,118.4
HiringLabSectoralPosting,2021-05-22,US,United States,sales,Sales,TOTAL,118.25
HiringLabSectoralPosting,2021-05-23,US,United States,sales,Sales,TOTAL,118.3
HiringLabSectoralPosting,2021-05-24,US,United States,sales,Sales,TOTAL,118.17
HiringLabSectoralPosting,2021-05-25,US,United States,sales,Sales,TOTAL,118.14
HiringLabSectoralPosting,2021-05-26,US,United States,sales,Sales,TOTAL,118.33
HiringLabSectoralPosting,2021-05-27,US,United States,sales,Sales,TOTAL,118.61
HiringLabSectoralPosting,2021-05-28,US,United States,sales,Sales,TOTAL,119.05
HiringLabSectoralPosting,2021-05-29,US,United States,sales,Sales,TOTAL,119.7
HiringLabSectoralPosting,2021-05-30,US,United States,sales,Sales,TOTAL,120.11
HiringLabSectoralPosting,2021-05-31,US,United States,sales,Sales,TOTAL,120.47
HiringLabSectoralPosting,2021-06-01,US,United States,sales,Sales,TOTAL,120.67
HiringLabSectoralPosting,2021-06-02,US,United States,sales,Sales,TOTAL,120.67
HiringLabSectoralPosting,2021-06-03,US,United States,sales,Sales,TOTAL,120.69
HiringLabSectoralPosting,2021-06-04,US,United States,sales,Sales,TOTAL,120.65
HiringLabSectoralPosting,2021-06-05,US,United States,sales,Sales,TOTAL,120.43
HiringLabSectoralPosting,2021-06-06,US,United States,sales,Sales,TOTAL,120.3
HiringLabSectoralPosting,2021-06-07,US,United States,sales,Sales,TOTAL,120.26
HiringLabSectoralPosting,2021-06-08,US,United States,sales,Sales,TOTAL,120.35
HiringLabSectoralPosting,2021-06-09,US,United States,sales,Sales,TOTAL,120.57
HiringLabSectoralPosting,2021-06-10,US,United States,sales,Sales,TOTAL,120.61
HiringLabSectoralPosting,2021-06-11,US,United States,sales,Sales,TOTAL,120.58
HiringLabSectoralPosting,2021-06-12,US,United States,sales,Sales,TOTAL,120.43
HiringLabSectoralPosting,2021-06-13,US,United States,sales,Sales,TOTAL,120.21
HiringLabSectoralPosting,2021-06-14,US,United States,sales,Sales,TOTAL,120.15
HiringLabSectoralPosting,2021-06-15,US,United States,sales,Sales,TOTAL,120.22
HiringLabSectoralPosting,2021-06-16,US,United States,sales,Sales,TOTAL,120.25
HiringLabSectoralPosting,2021-06-17,US,United States,sales,Sales,TOTAL,120.27
HiringLabSectoralPosting,2021-06-18,US,United States,sales,Sales,TOTAL,120.35
HiringLabSectoralPosting,2021-06-19,US,United States,sales,Sales,TOTAL,120.66
HiringLabSectoralPosting,2021-06-20,US,United States,sales,Sales,TOTAL,120.91
HiringLabSectoralPosting,2021-06-21,US,United States,sales,Sales,TOTAL,121.26
HiringLabSectoralPosting,2021-06-22,US,United States,sales,Sales,TOTAL,121.33
HiringLabSectoralPosting,2021-06-23,US,United States,sales,Sales,TOTAL,121.6
HiringLabSectoralPosting,2021-06-24,US,United States,sales,Sales,TOTAL,121.86
HiringLabSectoralPosting,2021-06-25,US,United States,sales,Sales,TOTAL,122.1
HiringLabSectoralPosting,2021-06-26,US,United States,sales,Sales,TOTAL,122.31
HiringLabSectoralPosting,2021-06-27,US,United States,sales,Sales,TOTAL,122.6
HiringLabSectoralPosting,2021-06-28,US,United States,sales,Sales,TOTAL,122.76
HiringLabSectoralPosting,2021-06-29,US,United States,sales,Sales,TOTAL,123.06
HiringLabSectoralPosting,2021-06-30,US,United States,sales,Sales,TOTAL,123.19
HiringLabSectoralPosting,2021-07-01,US,United States,sales,Sales,TOTAL,123.33
HiringLabSectoralPosting,2021-07-02,US,United States,sales,Sales,TOTAL,123.38
HiringLabSectoralPosting,2021-07-03,US,United States,sales,Sales,TOTAL,123.38
HiringLabSectoralPosting,2021-07-04,US,United States,sales,Sales,TOTAL,123.45
HiringLabSectoralPosting,2021-07-05,US,United States,sales,Sales,TOTAL,123.43
HiringLabSectoralPosting,2021-07-06,US,United States,sales,Sales,TOTAL,123.39
HiringLabSectoralPosting,2021-07-07,US,United States,sales,Sales,TOTAL,123.28
HiringLabSectoralPosting,2021-07-08,US,United States,sales,Sales,TOTAL,123.18
HiringLabSectoralPosting,2021-07-09,US,United States,sales,Sales,TOTAL,123.07
HiringLabSectoralPosting,2021-07-10,US,United States,sales,Sales,TOTAL,122.91
HiringLabSectoralPosting,2021-07-11,US,United States,sales,Sales,TOTAL,122.63
HiringLabSectoralPosting,2021-07-12,US,United States,sales,Sales,TOTAL,122.38
HiringLabSectoralPosting,2021-07-13,US,United States,sales,Sales,TOTAL,122.18
HiringLabSectoralPosting,2021-07-14,US,United States,sales,Sales,TOTAL,122.07
HiringLabSectoralPosting,2021-07-15,US,United States,sales,Sales,TOTAL,122
HiringLabSectoralPosting,2021-07-16,US,United States,sales,Sales,TOTAL,122.01
HiringLabSectoralPosting,2021-07-17,US,United States,sales,Sales,TOTAL,122.07
HiringLabSectoralPosting,2021-07-18,US,United States,sales,Sales,TOTAL,122.29
HiringLabSectoralPosting,2021-07-19,US,United States,sales,Sales,TOTAL,122.66
HiringLabSectoralPosting,2021-07-20,US,United States,sales,Sales,TOTAL,123.09
HiringLabSectoralPosting,2021-07-21,US,United States,sales,Sales,TOTAL,122.99
HiringLabSectoralPosting,2021-07-22,US,United States,sales,Sales,TOTAL,122.77
HiringLabSectoralPosting,2021-07-23,US,United States,sales,Sales,TOTAL,122.24
HiringLabSectoralPosting,2021-07-24,US,United States,sales,Sales,TOTAL,121.66
HiringLabSectoralPosting,2021-07-25,US,United States,sales,Sales,TOTAL,120.82
HiringLabSectoralPosting,2021-07-26,US,United States,sales,Sales,TOTAL,119.88
HiringLabSectoralPosting,2021-07-27,US,United States,sales,Sales,TOTAL,118.83
HiringLabSectoralPosting,2021-07-28,US,United States,sales,Sales,TOTAL,118.31
HiringLabSectoralPosting,2021-07-29,US,United States,sales,Sales,TOTAL,117.82
HiringLabSectoralPosting,2021-07-30,US,United States,sales,Sales,TOTAL,117.47
HiringLabSectoralPosting,2021-07-31,US,United States,sales,Sales,TOTAL,117.38
HiringLabSectoralPosting,2021-08-01,US,United States,sales,Sales,TOTAL,117.4
HiringLabSectoralPosting,2021-08-02,US,United States,sales,Sales,TOTAL,117.4
HiringLabSectoralPosting,2021-08-03,US,United States,sales,Sales,TOTAL,117.36
HiringLabSectoralPosting,2021-08-04,US,United States,sales,Sales,TOTAL,117.29
HiringLabSectoralPosting,2021-08-05,US,United States,sales,Sales,TOTAL,117.23
HiringLabSectoralPosting,2021-08-06,US,United States,sales,Sales,TOTAL,117.48
HiringLabSectoralPosting,2021-08-07,US,United States,sales,Sales,TOTAL,117.37
HiringLabSectoralPosting,2021-08-08,US,United States,sales,Sales,TOTAL,117.47
HiringLabSectoralPosting,2021-08-09,US,United States,sales,Sales,TOTAL,117.61
HiringLabSectoralPosting,2021-08-10,US,United States,sales,Sales,TOTAL,117.82
HiringLabSectoralPosting,2021-08-11,US,United States,sales,Sales,TOTAL,118.01
HiringLabSectoralPosting,2021-08-12,US,United States,sales,Sales,TOTAL,118.22
HiringLabSectoralPosting,2021-08-13,US,United States,sales,Sales,TOTAL,118.35
HiringLabSectoralPosting,2021-08-14,US,United States,sales,Sales,TOTAL,118.58
HiringLabSectoralPosting,2021-08-15,US,United States,sales,Sales,TOTAL,118.62
HiringLabSectoralPosting,2021-08-16,US,United States,sales,Sales,TOTAL,118.66
HiringLabSectoralPosting,2021-08-17,US,United States,sales,Sales,TOTAL,118.65
HiringLabSectoralPosting,2021-08-18,US,United States,sales,Sales,TOTAL,118.53
HiringLabSectoralPosting,2021-08-19,US,United States,sales,Sales,TOTAL,118.64
HiringLabSectoralPosting,2021-08-20,US,United States,sales,Sales,TOTAL,118.74
HiringLabSectoralPosting,2021-08-21,US,United States,sales,Sales,TOTAL,118.89
HiringLabSectoralPosting,2021-08-22,US,United States,sales,Sales,TOTAL,119.11
HiringLabSectoralPosting,2021-08-23,US,United States,sales,Sales,TOTAL,119.3
HiringLabSectoralPosting,2021-08-24,US,United States,sales,Sales,TOTAL,119.4
HiringLabSectoralPosting,2021-08-25,US,United States,sales,Sales,TOTAL,119.67
HiringLabSectoralPosting,2021-08-26,US,United States,sales,Sales,TOTAL,119.71
HiringLabSectoralPosting,2021-08-27,US,United States,sales,Sales,TOTAL,119.72
HiringLabSectoralPosting,2021-08-28,US,United States,sales,Sales,TOTAL,119.74
HiringLabSectoralPosting,2021-08-29,US,United States,sales,Sales,TOTAL,119.66
HiringLabSectoralPosting,2021-08-30,US,United States,sales,Sales,TOTAL,119.56
HiringLabSectoralPosting,2021-08-31,US,United States,sales,Sales,TOTAL,119.59
HiringLabSectoralPosting,2021-09-01,US,United States,sales,Sales,TOTAL,119.56
HiringLabSectoralPosting,2021-09-02,US,United States,sales,Sales,TOTAL,119.54
HiringLabSectoralPosting,2021-09-03,US,United States,sales,Sales,TOTAL,119.51
HiringLabSectoralPosting,2021-09-04,US,United States,sales,Sales,TOTAL,119.37
HiringLabSectoralPosting,2021-09-05,US,United States,sales,Sales,TOTAL,119.43
HiringLabSectoralPosting,2021-09-06,US,United States,sales,Sales,TOTAL,119.54
HiringLabSectoralPosting,2021-09-07,US,United States,sales,Sales,TOTAL,119.4
HiringLabSectoralPosting,2021-09-08,US,United States,sales,Sales,TOTAL,119.49
HiringLabSectoralPosting,2021-09-09,US,United States,sales,Sales,TOTAL,119.49
HiringLabSectoralPosting,2021-09-10,US,United States,sales,Sales,TOTAL,119.37
HiringLabSectoralPosting,2021-09-11,US,United States,sales,Sales,TOTAL,119.35
HiringLabSectoralPosting,2021-09-12,US,United States,sales,Sales,TOTAL,119.19
HiringLabSectoralPosting,2021-09-13,US,United States,sales,Sales,TOTAL,119.06
HiringLabSectoralPosting,2021-09-14,US,United States,sales,Sales,TOTAL,119.19
HiringLabSectoralPosting,2021-09-15,US,United States,sales,Sales,TOTAL,119.24
HiringLabSectoralPosting,2021-09-16,US,United States,sales,Sales,TOTAL,119.27
HiringLabSectoralPosting,2021-09-17,US,United States,sales,Sales,TOTAL,119.5
HiringLabSectoralPosting,2021-09-18,US,United States,sales,Sales,TOTAL,119.74
HiringLabSectoralPosting,2021-09-19,US,United States,sales,Sales,TOTAL,120
HiringLabSectoralPosting,2021-09-20,US,United States,sales,Sales,TOTAL,120.23
HiringLabSectoralPosting,2021-09-21,US,United States,sales,Sales,TOTAL,120.26
HiringLabSectoralPosting,2021-09-22,US,United States,sales,Sales,TOTAL,120.26
HiringLabSectoralPosting,2021-09-23,US,United States,sales,Sales,TOTAL,120.27
HiringLabSectoralPosting,2021-09-24,US,United States,sales,Sales,TOTAL,120.21
HiringLabSectoralPosting,2021-09-25,US,United States,sales,Sales,TOTAL,120.22
HiringLabSectoralPosting,2021-09-26,US,United States,sales,Sales,TOTAL,120.22
HiringLabSectoralPosting,2021-09-27,US,United States,sales,Sales,TOTAL,120.22
HiringLabSectoralPosting,2021-09-28,US,United States,sales,Sales,TOTAL,120.36
HiringLabSectoralPosting,2021-09-29,US,United States,sales,Sales,TOTAL,120.39
HiringLabSectoralPosting,2021-09-30,US,United States,sales,Sales,TOTAL,120.5
HiringLabSectoralPosting,2021-10-01,US,United States,sales,Sales,TOTAL,120.63
HiringLabSectoralPosting,2021-10-02,US,United States,sales,Sales,TOTAL,120.74
HiringLabSectoralPosting,2021-10-03,US,United States,sales,Sales,TOTAL,120.77
HiringLabSectoralPosting,2021-10-04,US,United States,sales,Sales,TOTAL,120.81
HiringLabSectoralPosting,2021-10-05,US,United States,sales,Sales,TOTAL,120.91
HiringLabSectoralPosting,2021-10-06,US,United States,sales,Sales,TOTAL,121.12
HiringLabSectoralPosting,2021-10-07,US,United States,sales,Sales,TOTAL,121.21
HiringLabSectoralPosting,2021-10-08,US,United States,sales,Sales,TOTAL,121.34
HiringLabSectoralPosting,2021-10-09,US,United States,sales,Sales,TOTAL,121.64
HiringLabSectoralPosting,2021-10-10,US,United States,sales,Sales,TOTAL,121.86
HiringLabSectoralPosting,2021-10-11,US,United States,sales,Sales,TOTAL,122.09
HiringLabSectoralPosting,2021-10-12,US,United States,sales,Sales,TOTAL,122.1
HiringLabSectoralPosting,2021-10-13,US,United States,sales,Sales,TOTAL,122.2
HiringLabSectoralPosting,2021-10-14,US,United States,sales,Sales,TOTAL,122.56
HiringLabSectoralPosting,2021-10-15,US,United States,sales,Sales,TOTAL,122.91
HiringLabSectoralPosting,2021-10-16,US,United States,sales,Sales,TOTAL,122.98
HiringLabSectoralPosting,2021-10-17,US,United States,sales,Sales,TOTAL,123.31
HiringLabSectoralPosting,2021-10-18,US,United States,sales,Sales,TOTAL,123.61
HiringLabSectoralPosting,2021-10-19,US,United States,sales,Sales,TOTAL,124.23
HiringLabSectoralPosting,2021-10-20,US,United States,sales,Sales,TOTAL,124.63
HiringLabSectoralPosting,2021-10-21,US,United States,sales,Sales,TOTAL,124.87
HiringLabSectoralPosting,2021-10-22,US,United States,sales,Sales,TOTAL,125.18
HiringLabSectoralPosting,2021-10-23,US,United States,sales,Sales,TOTAL,125.69
HiringLabSectoralPosting,2021-10-24,US,United States,sales,Sales,TOTAL,125.9
HiringLabSectoralPosting,2021-10-25,US,United States,sales,Sales,TOTAL,126.16
HiringLabSectoralPosting,2021-10-26,US,United States,sales,Sales,TOTAL,126.3
HiringLabSectoralPosting,2021-10-27,US,United States,sales,Sales,TOTAL,126.48
HiringLabSectoralPosting,2021-10-28,US,United States,sales,Sales,TOTAL,126.68
HiringLabSectoralPosting,2021-10-29,US,United States,sales,Sales,TOTAL,126.94
HiringLabSectoralPosting,2021-10-30,US,United States,sales,Sales,TOTAL,127.18
HiringLabSectoralPosting,2021-10-31,US,United States,sales,Sales,TOTAL,127.43
HiringLabSectoralPosting,2021-11-01,US,United States,sales,Sales,TOTAL,127.74
HiringLabSectoralPosting,2021-11-02,US,United States,sales,Sales,TOTAL,128.06
HiringLabSectoralPosting,2021-11-03,US,United States,sales,Sales,TOTAL,128.38
HiringLabSectoralPosting,2021-11-04,US,United States,sales,Sales,TOTAL,128.71
HiringLabSectoralPosting,2021-11-05,US,United States,sales,Sales,TOTAL,128.9
HiringLabSectoralPosting,2021-11-06,US,United States,sales,Sales,TOTAL,128.89
HiringLabSectoralPosting,2021-11-07,US,United States,sales,Sales,TOTAL,129.17
HiringLabSectoralPosting,2021-11-08,US,United States,sales,Sales,TOTAL,129.3
HiringLabSectoralPosting,2021-11-09,US,United States,sales,Sales,TOTAL,129.4
HiringLabSectoralPosting,2021-11-10,US,United States,sales,Sales,TOTAL,129.58
HiringLabSectoralPosting,2021-11-11,US,United States,sales,Sales,TOTAL,129.91
HiringLabSectoralPosting,2021-11-12,US,United States,sales,Sales,TOTAL,130.03
HiringLabSectoralPosting,2021-11-13,US,United States,sales,Sales,TOTAL,130.39
HiringLabSectoralPosting,2021-11-14,US,United States,sales,Sales,TOTAL,130.58
HiringLabSectoralPosting,2021-11-15,US,United States,sales,Sales,TOTAL,130.87
HiringLabSectoralPosting,2021-11-16,US,United States,sales,Sales,TOTAL,131.21
HiringLabSectoralPosting,2021-11-17,US,United States,sales,Sales,TOTAL,131.57
HiringLabSectoralPosting,2021-11-18,US,United States,sales,Sales,TOTAL,131.66
HiringLabSectoralPosting,2021-11-19,US,United States,sales,Sales,TOTAL,131.98
HiringLabSectoralPosting,2021-11-20,US,United States,sales,Sales,TOTAL,131.98
HiringLabSectoralPosting,2021-11-21,US,United States,sales,Sales,TOTAL,132.21
