Date	Open	High	Low	Close	Adj Close	Volume
Jan 1, 2021	2,248.69	2,333.19	2,192.94	2,236.37	2,236.37	-
Dec 1, 2020	2,155.30	2,252.76	2,155.30	2,248.44	2,248.44	10,328,200
Nov 1, 2020	1,925.11	2,168.92	1,925.11	2,154.29	2,154.29	4,921,900
Oct 1, 2020	1,969.37	2,085.61	1,904.78	1,923.70	1,923.70	-
Sep 1, 2020	2,045.40	2,093.51	1,875.06	1,968.09	1,968.09	10,648,500
Aug 1, 2020	1,917.74	2,053.37	1,917.74	2,045.01	2,045.01	-
Jul 1, 2020	1,810.87	1,917.24	1,809.02	1,909.89	1,909.89	4,910,900
Jun 1, 2020	1,770.58	1,889.83	1,736.64	1,809.25	1,809.25	-
May 1, 2020	1,654.74	1,786.99	1,596.09	1,771.37	1,771.37	-
Apr 1, 2020	1,464.52	1,713.92	1,407.63	1,684.95	1,684.95	-
Mar 1, 2020	1,731.08	1,831.39	1,259.73	1,489.57	1,489.57	-
Feb 1, 2020	1,893.73	1,988.76	1,674.66	1,730.31	1,730.31	-
Jan 1, 2020	1,898.47	1,954.67	1,882.02	1,888.03	1,888.03	-
Dec 1, 2019	1,842.99	1,903.05	1,800.89	1,892.25	1,892.25	-
Nov 1, 2019	1,784.35	1,850.46	1,784.35	1,842.05	1,842.05	-
Oct 1, 2019	1,743.14	1,786.25	1,672.61	1,778.20	1,778.20	-
Sep 1, 2019	1,714.48	1,773.10	1,695.19	1,742.70	1,742.70	-
Aug 1, 2019	1,754.36	1,773.10	1,658.20	1,715.24	1,715.24	-
Jul 1, 2019	1,743.53	1,780.81	1,738.37	1,754.65	1,754.65	-
Jun 1, 2019	1,620.02	1,741.19	1,607.22	1,730.90	1,730.90	-
May 1, 2019	1,738.59	1,740.03	1,618.07	1,619.72	1,619.72	-
Apr 1, 2019	1,672.71	1,738.56	1,672.71	1,734.71	1,734.71	-
Mar 1, 2019	1,650.19	1,683.48	1,609.14	1,660.03	1,660.03	-
Feb 1, 2019	1,596.57	1,666.93	1,586.31	1,649.22	1,649.22	-
Jan 1, 2019	1,470.37	1,599.12	1,436.81	1,596.54	1,596.54	-
Dec 1, 2018	1,631.69	1,649.20	1,379.01	1,472.14	1,472.14	-
Nov 1, 2018	1,598.33	1,659.33	1,549.37	1,625.99	1,625.99	-
Oct 1, 2018	1,729.53	1,738.46	1,534.60	1,597.71	1,597.71	-
Sep 1, 2018	1,725.97	1,743.65	1,702.75	1,726.52	1,726.52	-
Aug 1, 2018	1,673.54	1,733.70	1,660.85	1,726.09	1,726.09	-
Jul 1, 2018	1,618.31	1,689.96	1,608.16	1,670.96	1,670.96	-
Jun 1, 2018	1,613.95	1,662.52	1,603.31	1,618.99	1,618.99	-
May 1, 2018	1,568.79	1,630.26	1,540.75	1,610.67	1,610.67	-
Apr 1, 2018	1,562.26	1,611.74	1,515.05	1,569.91	1,569.91	-
Mar 1, 2018	1,600.24	1,657.67	1,535.21	1,565.56	1,565.56	-
Feb 1, 2018	1,664.20	1,671.63	1,496.94	1,600.15	1,600.15	-
Jan 1, 2018	1,585.09	1,694.23	1,585.09	1,664.68	1,664.68	-
Dec 1, 2017	1,568.15	1,594.33	1,543.16	1,582.77	1,582.77	-
Nov 1, 2017	1,527.37	1,575.08	1,512.10	1,569.22	1,569.22	-
Oct 1, 2017	1,495.80	1,530.43	1,495.80	1,526.50	1,526.50	-
Sep 1, 2017	1,462.75	1,495.49	1,447.26	1,495.43	1,495.43	-
Aug 1, 2017	1,463.97	1,473.02	1,426.62	1,461.81	1,461.81	-
Jul 1, 2017	1,440.65	1,471.87	1,425.97	1,462.32	1,462.32	-
Jun 1, 2017	1,427.16	1,453.08	1,425.92	1,436.82	1,436.82	-
May 1, 2017	1,416.28	1,431.24	1,392.51	1,426.10	1,426.10	-
Apr 1, 2017	1,402.04	1,424.64	1,379.77	1,414.84	1,414.84	-
Mar 1, 2017	1,407.14	1,424.96	1,374.51	1,401.50	1,401.50	-
Feb 1, 2017	1,357.68	1,409.32	1,351.00	1,402.83	1,402.83	-
Jan 1, 2017	1,334.44	1,369.55	1,334.44	1,355.47	1,355.47	-
Dec 1, 2016	1,308.68	1,354.41	1,300.66	1,331.72	1,331.72	-
Nov 1, 2016	1,255.89	1,318.56	1,229.95	1,308.29	1,308.29	-
Oct 1, 2016	1,283.58	1,284.89	1,250.96	1,255.42	1,255.42	-
Sep 1, 2016	1,284.54	1,295.97	1,253.98	1,284.60	1,284.60	-
Aug 1, 2016	1,284.48	1,297.26	1,267.64	1,284.48	1,284.48	-
Jul 1, 2016	1,236.62	1,286.44	1,221.64	1,284.27	1,284.27	-
Jun 1, 2016	1,235.93	1,252.98	1,172.36	1,236.62	1,236.62	-
May 1, 2016	1,217.66	1,239.63	1,190.85	1,236.22	1,236.22	-
Apr 1, 2016	1,210.55	1,242.70	1,194.59	1,217.37	1,217.37	-
Mar 1, 2016	1,134.82	1,217.58	1,134.82	1,211.17	1,211.17	-
Feb 1, 2016	1,135.04	1,149.08	1,056.45	1,133.56	1,133.56	-
Jan 1, 2016	1,202.29	1,202.29	1,060.61	1,136.84	1,136.84	-
Dec 1, 2015	1,234.30	1,246.62	1,176.07	1,206.10	1,206.10	-
Nov 1, 2015	1,229.63	1,252.75	1,195.47	1,233.56	1,233.56	-
Oct 1, 2015	1,141.05	1,237.82	1,125.04	1,229.52	1,229.52	-
Sep 1, 2015	1,171.44	1,207.13	1,113.13	1,140.82	1,140.82	-
Aug 1, 2015	1,256.17	1,261.09	1,115.82	1,177.13	1,177.13	-
Jul 1, 2015	1,242.66	1,271.96	1,222.87	1,255.44	1,255.44	-
Jun 1, 2015	1,262.68	1,275.89	1,231.77	1,236.12	1,236.12	-
May 1, 2015	1,247.80	1,275.11	1,234.40	1,259.26	1,259.26	-
Apr 1, 2015	1,239.18	1,272.61	1,228.58	1,244.72	1,244.72	-
Mar 1, 2015	1,255.53	1,265.78	1,219.30	1,240.28	1,240.28	-
Feb 1, 2015	1,191.30	1,264.07	1,179.88	1,255.07	1,255.07	-
Jan 1, 2015	1,227.10	1,231.94	1,182.49	1,188.93	1,188.93	-
Dec 1, 2014	1,223.77	1,243.60	1,170.64	1,224.11	1,224.11	-
Nov 1, 2014	1,200.14	1,231.99	1,189.13	1,226.12	1,226.12	-
Oct 1, 2014	1,167.73	1,199.63	1,079.87	1,199.57	1,199.57	-
Sep 1, 2014	1,196.80	1,201.41	1,165.19	1,168.71	1,168.71	-
Aug 1, 2014	1,148.14	1,195.96	1,135.64	1,195.42	1,195.42	-
Jul 1, 2014	1,176.27	1,188.32	1,149.58	1,149.59	1,149.59	-
Jun 1, 2014	1,148.18	1,177.71	1,141.95	1,174.07	1,174.07	-
May 1, 2014	1,125.74	1,147.52	1,109.21	1,147.18	1,147.18	-
Apr 1, 2014	1,129.68	1,139.70	1,085.17	1,125.08	1,125.08	-
Mar 1, 2014	1,117.16	1,135.77	1,105.18	1,124.90	1,124.90	-
Feb 1, 2014	1,072.41	1,126.16	1,043.07	1,120.66	1,120.66	-
Jan 1, 2014	1,106.39	1,155.89	1,064.25	1,072.28	1,072.28	-
Dec 1, 2013	1,082.25	1,122.03	1,060.26	1,108.29	1,108.29	-
Nov 1, 2013	1,054.72	1,085.97	1,044.44	1,081.59	1,081.59	-
Oct 1, 2013	1,011.87	1,065.16	988.36	1,053.30	1,053.30	-
Sep 1, 2013	980.41	1,036.64	976.55	1,011.55	1,011.55	-
Aug 1, 2013	1,010.12	1,022.04	974.15	976.83	976.83	-
Jul 1, 2013	959.16	1,014.58	956.10	1,007.03	1,007.03	-
Jun 1, 2013	970.93	983.32	926.62	955.85	955.85	-
May 1, 2013	949.17	1,002.59	938.94	969.99	969.99	-
Apr 1, 2013	935.39	949.83	911.46	949.83	949.83	-
Mar 1, 2013	899.89	936.21	893.14	935.52	935.52	-
Feb 1, 2013	893.94	912.36	883.68	901.62	901.62	-
Jan 1, 2013	846.72	898.01	846.72	891.79	891.79	-
Dec 1, 2012	839.96	857.35	827.85	846.37	846.37	-
Nov 1, 2012	835.05	847.26	792.85	837.83	837.83	-
Oct 1, 2012	850.79	867.06	827.46	833.61	833.61	-
Sep 1, 2012	828.10	871.25	823.10	849.28	849.28	-
Aug 1, 2012	812.81	840.40	795.60	828.86	828.86	-
Jul 1, 2012	804.19	818.50	781.88	810.65	810.65	-
Jun 1, 2012	770.52	803.74	747.18	803.63	803.63	-
May 1, 2012	827.57	838.35	762.70	774.61	774.61	-
Apr 1, 2012	833.31	842.48	802.01	827.68	827.68	-
Mar 1, 2012	811.67	841.51	793.62	834.08	834.08	-
Feb 1, 2012	780.77	818.64	780.77	810.36	810.36	-
Jan 1, 2012	746.97	791.08	745.88	779.22	779.22	-
Dec 1, 2011	736.61	750.10	709.84	742.58	742.58	-
Nov 1, 2011	736.07	756.07	683.85	737.78	737.78	-
Oct 1, 2011	664.11	767.97	630.59	741.66	741.66	-
Sep 1, 2011	723.51	729.33	656.83	665.97	665.97	-
Aug 1, 2011	773.83	780.40	650.75	723.15	723.15	-
Jul 1, 2011	790.30	812.87	763.94	771.11	771.11	-
Jun 1, 2011	804.62	804.62	750.60	790.00	790.00	-
May 1, 2011	816.68	820.70	783.33	805.74	805.74	-
Apr 1, 2011	795.67	817.35	774.59	816.66	816.66	-
Mar 1, 2011	792.32	796.04	746.01	793.85	793.85	-
Feb 1, 2011	766.76	802.26	766.76	791.44	791.44	-
Jan 1, 2011	752.17	775.21	750.84	765.14	765.14	-
Dec 1, 2010	704.62	752.71	699.12	749.48	749.48	-
Nov 1, 2010	701.97	727.31	695.13	702.92	702.92	-
Oct 1, 2010	674.73	707.58	668.71	700.37	700.37	-
Sep 1, 2010	617.43	683.82	617.43	674.75	674.75	-
Aug 1, 2010	649.39	665.20	610.74	617.48	617.48	-
Jul 1, 2010	607.89	662.22	595.21	649.39	649.39	-
Jun 1, 2010	646.02	669.12	606.64	607.92	607.92	-
May 1, 2010	702.93	714.07	614.59	646.04	646.04	-
Apr 1, 2010	688.72	723.60	688.72	702.94	702.94	-
Mar 1, 2010	648.88	696.10	648.88	688.74	688.74	-
Feb 1, 2010	628.99	653.76	611.16	648.90	648.90	-
Jan 1, 2010	653.11	674.40	627.74	628.99	628.99	-
Dec 1, 2009	636.01	662.70	632.98	653.13	653.13	-
Nov 1, 2009	603.26	649.04	598.54	636.04	636.04	-
Oct 1, 2009	619.86	645.10	597.13	603.26	603.26	-
Sep 1, 2009	595.84	634.09	579.00	619.87	619.87	-
Aug 1, 2009	576.56	607.62	571.43	595.86	595.86	-
Jul 1, 2009	535.56	582.07	505.11	576.56	576.56	-
Jun 1, 2009	534.73	557.51	516.56	535.62	535.62	-
May 1, 2009	508.90	541.17	505.01	534.75	534.75	-
Apr 1, 2009	461.06	518.71	452.42	508.91	508.91	-
Mar 1, 2009	424.87	482.03	384.41	461.14	461.14	-
Feb 1, 2009	476.26	505.46	423.92	424.88	424.88	-
Jan 1, 2009	520.52	544.02	463.98	476.26	476.26	-
Dec 1, 2008	512.20	527.33	464.35	520.60	520.60	-
Nov 1, 2008	557.83	578.42	420.31	512.23	512.23	-
Oct 1, 2008	679.18	679.18	482.38	557.84	557.84	-
Sep 1, 2008	751.10	762.54	646.23	678.50	678.50	-
Aug 1, 2008	741.11	766.82	728.14	751.13	751.13	-
Jul 1, 2008	747.97	754.69	699.86	741.12	741.12	-
Jun 1, 2008	816.78	821.19	744.40	748.10	748.10	-
May 1, 2008	801.90	836.41	798.81	816.81	816.81	-
Apr 1, 2008	764.60	812.72	764.60	802.02	802.02	-
Mar 1, 2008	770.42	784.68	725.76	764.63	764.63	-
Feb 1, 2008	796.82	808.45	762.46	770.45	770.45	-
Jan 1, 2008	849.09	851.14	732.37	796.83	796.83	-
Dec 1, 2007	855.82	881.58	828.58	849.22	849.22	-
Nov 1, 2007	897.90	897.90	813.49	855.85	855.85	-
Oct 1, 2007	882.78	914.30	863.25	898.07	898.07	-
Sep 1, 2007	852.96	889.70	831.75	882.79	882.79	-
Aug 1, 2007	842.53	869.24	790.98	852.98	852.98	-
Jul 1, 2007	873.18	903.67	841.27	843.89	843.89	-
Jun 1, 2007	890.95	897.00	861.22	873.19	873.19	-
May 1, 2007	861.38	893.61	857.47	890.95	890.95	-
Apr 1, 2007	829.04	872.06	826.74	861.38	861.38	-
Mar 1, 2007	821.50	839.27	794.88	829.05	829.05	-
Feb 1, 2007	836.78	853.98	812.69	821.51	821.51	-
Jan 1, 2007	822.00	838.97	813.57	836.96	836.96	-
Dec 1, 2006	813.56	830.42	804.80	822.13	822.13	-
Nov 1, 2006	797.95	817.91	786.98	813.57	813.57	-
Oct 1, 2006	771.05	804.84	765.06	798.05	798.05	-
Sep 1, 2006	755.09	774.53	745.59	771.07	771.07	-
Aug 1, 2006	738.69	756.54	727.63	755.09	755.09	-
Jul 1, 2006	740.07	745.92	708.88	738.69	738.69	-
Jun 1, 2006	739.76	753.04	707.22	740.14	740.14	-
May 1, 2006	765.81	776.13	723.33	739.78	739.78	-
Apr 1, 2006	762.31	771.59	748.61	765.81	765.81	-
Mar 1, 2006	746.57	765.91	737.69	758.45	758.45	-
Feb 1, 2006	746.77	756.52	730.53	746.57	746.57	-
Jan 1, 2006	723.31	751.72	720.85	746.77	746.77	-
Dec 1, 2005	723.62	739.10	722.24	723.31	723.31	-
Nov 1, 2005	698.14	735.54	694.62	723.62	723.62	-
Oct 1, 2005	712.21	715.30	673.65	698.14	698.14	-
Sep 1, 2005	706.84	719.97	696.42	712.21	712.21	-
Aug 1, 2005	715.02	721.81	694.20	706.84	706.84	-
Jul 1, 2005	687.61	720.72	684.49	715.02	715.02	2,762,900
Jun 1, 2005	683.87	702.11	683.67	687.61	687.61	3,621,500
May 1, 2005	660.02	687.59	655.30	683.87	683.87	3,610,500
Apr 1, 2005	675.45	681.73	650.02	660.02	660.02	3,588,700
Mar 1, 2005	688.05	702.59	665.29	675.45	675.45	3,649,900
Feb 1, 2005	674.54	692.88	674.50	688.05	688.05	15,594,800
Jan 1, 2005	693.63	696.66	663.34	674.54	674.54	6,703,400
Dec 1, 2004	670.82	696.88	669.75	693.63	693.63	-
Nov 1, 2004	642.15	677.56	640.73	670.84	670.84	-
Oct 1, 2004	632.53	648.42	620.11	642.15	642.15	-
Sep 1, 2004	623.86	641.39	621.88	632.53	632.53	-
Aug 1, 2004	622.33	626.88	597.25	623.86	623.86	-
Jul 1, 2004	647.54	647.54	608.37	622.33	622.33	-
Jun 1, 2004	635.84	649.50	632.09	647.54	647.54	-
May 1, 2004	627.71	639.73	608.98	635.84	635.84	-
Apr 1, 2004	641.68	655.66	627.58	627.71	627.71	-
Mar 1, 2004	650.24	661.72	618.09	641.68	641.68	-
Feb 1, 2004	642.61	658.02	637.16	650.24	650.24	-
Jan 1, 2004	630.13	657.24	627.04	642.61	642.61	-
Dec 1, 2003	603.54	631.66	597.51	630.13	630.13	-
Nov 1, 2003	596.28	605.63	586.82	603.54	603.54	-
Oct 1, 2003	563.06	598.20	563.06	596.28	596.28	-
Sep 1, 2003	570.02	588.54	559.75	563.06	563.06	-
Aug 1, 2003	558.52	571.06	540.85	570.02	570.02	-
Jul 1, 2003	546.74	571.63	539.83	558.52	558.52	-
Jun 1, 2003	540.22	568.23	540.22	546.74	546.74	-
May 1, 2003	510.33	540.64	502.75	540.22	540.22	-
Apr 1, 2003	472.39	513.73	472.12	510.33	510.33	-
Mar 1, 2003	468.15	497.16	439.86	472.39	472.39	-
Feb 1, 2003	476.91	481.34	449.10	468.15	468.15	-
Jan 1, 2003	489.49	519.07	468.36	476.91	476.91	-
Dec 1, 2002	519.72	529.38	483.88	489.49	489.49	-
Nov 1, 2002	490.95	522.86	483.15	519.71	519.71	-
Oct 1, 2002	455.41	501.67	426.08	490.95	490.95	-
Sep 1, 2002	509.65	514.08	446.95	455.41	455.41	-
Aug 1, 2002	508.12	536.50	465.52	509.65	509.65	-
Jul 1, 2002	552.65	554.19	434.47	508.12	508.12	-
Jun 1, 2002	596.29	598.19	531.26	552.65	552.65	-
May 1, 2002	604.13	618.20	587.96	596.29	596.29	-
Apr 1, 2002	638.15	638.59	595.83	604.13	604.13	-
Mar 1, 2002	611.89	650.94	611.89	638.15	638.15	-
Feb 1, 2002	625.60	625.60	594.44	611.89	611.89	-
Jan 1, 2002	634.16	650.62	600.65	625.60	625.60	-
Dec 1, 2001	626.15	646.27	611.17	634.16	634.16	-
Nov 1, 2001	582.22	638.77	578.85	626.15	626.15	-
Oct 1, 2001	569.53	608.74	561.20	582.22	582.22	-
Sep 1, 2001	625.26	636.69	518.71	569.53	569.53	-
Aug 1, 2001	665.49	674.49	620.26	625.26	625.26	-
Jul 1, 2001	677.37	683.77	640.74	665.49	665.49	-
Jun 1, 2001	690.52	709.43	663.06	677.03	677.03	-
May 1, 2001	686.11	724.94	676.89	690.63	690.63	-
Apr 1, 2001	635.67	696.40	596.53	686.12	686.12	-
Mar 1, 2001	680.52	696.45	592.39	635.67	635.67	-
Feb 1, 2001	749.98	754.33	667.48	680.52	680.52	-
Jan 1, 2001	725.75	759.82	694.76	749.98	749.98	-
